,timestamp,value
829362,2025-06-26 12:27:00,16.4
829363,2025-06-25 22:22:00,87.8
829364,2025-06-18 12:41:00,83.9
829365,2025-06-23 02:46:00,83.4
829366,2025-06-14 23:02:00,2.6
829367,2025-06-01 12:59:00,52.8
829370,2025-06-02 21:38:00,67.2
829372,2025-06-11 03:43:00,60.1
829374,2025-06-16 03:00:00,87.8
829375,2025-06-24 06:47:00,30.0
829376,2025-06-14 10:10:00,66.6
829377,2025-06-26 16:47:00,88.7
829378,2025-06-10 10:51:00,90.3
829379,2025-06-03 00:07:00,43.3
829380,2025-06-10 11:25:00,75.4
829381,2025-06-18 22:56:00,44.2
829382,2025-06-02 07:36:00,84.5
829383,2025-06-26 15:23:00,21.9
829385,2025-06-13 20:36:00,81.8
829386,2025-06-18 02:30:00,49.5
829387,2025-06-14 18:38:00,43.5
829389,2025-06-05 12:31:00,71.6
829391,2025-06-09 03:00:00,73.0
829392,2025-06-29 15:29:00,53.8
829393,2025-06-22 10:25:00,94.6
829394,2025-06-06 22:50:00,73.5
829395,2025-06-02 21:26:00,84.7
829396,2025-06-12 17:57:00,88.1
829397,2025-06-01 10:10:00,21.1
829398,2025-06-11 23:47:00,10.3
829399,2025-06-01 11:23:00,34.0
829400,2025-06-03 14:03:00,95.9
829401,2025-06-13 12:59:00,40.7
829402,2025-06-09 04:32:00,0.3
829403,2025-06-09 11:38:00,30.1
829404,2025-06-11 00:06:00,92.6
829405,2025-06-10 09:32:00,73.1
829406,2025-06-03 16:14:00,67.2
829407,2025-06-24 07:19:00,45.2
829410,2025-06-10 13:34:00,19.7
829411,2025-06-03 20:58:00,0.8
829412,2025-06-26 22:12:00,80.4
829416,2025-06-02 06:32:00,37.6
829417,2025-06-30 06:39:00,29.9
829418,2025-06-25 03:38:00,89.3
829420,2025-06-09 18:18:00,97.5
829421,2025-06-20 21:34:00,67.3
829422,2025-06-28 04:12:00,76.0
829424,2025-06-20 15:14:00,42.8
829425,2025-06-28 16:52:00,28.8
829426,2025-06-06 06:50:00,12.7
829427,2025-06-07 04:06:00,40.2
829428,2025-06-20 03:42:00,73.9
829430,2025-06-19 10:33:00,50.8
829431,2025-06-17 10:32:00,40.8
829433,2025-06-22 22:03:00,95.7
829434,2025-06-28 15:37:00,29.8
829435,2025-06-01 03:52:00,52.9
829436,2025-06-27 03:47:00,10.6
829437,2025-06-09 23:23:00,70.8
829438,2025-06-15 22:32:00,0.4
829439,2025-06-25 03:58:00,88.1
829440,2025-06-23 07:49:00,75.9
829442,2025-06-29 01:40:00,63.4
829443,2025-06-08 14:43:00,53.7
829444,2025-06-03 00:40:00,20.4
829445,2025-06-25 20:48:00,35.3
829447,2025-06-20 04:44:00,10.7
829449,2025-06-16 04:36:00,5.0
829450,2025-06-01 00:46:00,74.9
829451,2025-06-17 21:26:00,14.6
829452,2025-06-10 14:43:00,32.1
829454,2025-06-30 23:11:00,80.0
829456,2025-06-12 15:16:00,46.6
