,timestamp,value
710193,2025-06-14 12:49:00,68.2
710194,2025-06-05 02:13:00,4.9
710195,2025-06-04 14:53:00,79.1
710196,2025-06-23 23:37:00,38.0
710198,2025-06-21 17:29:00,36.0
710199,2025-06-23 01:23:00,65.3
710200,2025-06-02 09:49:00,76.1
710202,2025-06-30 22:45:00,16.9
710203,2025-06-06 00:31:00,85.4
710205,2025-06-08 21:27:00,37.5
710206,2025-06-20 17:53:00,61.6
710207,2025-06-17 21:36:00,69.6
710209,2025-06-23 19:21:00,57.5
710210,2025-06-14 16:13:00,77.2
710211,2025-06-11 19:35:00,7.1
710212,2025-06-20 02:37:00,36.0
710213,2025-06-23 14:23:00,56.5
710214,2025-06-20 13:00:00,26.8
710215,2025-06-21 06:37:00,90.6
710216,2025-06-02 04:03:00,12.3
710217,2025-06-16 09:57:00,77.9
710219,2025-06-01 00:02:00,78.6
710220,2025-06-29 23:19:00,41.0
710222,2025-06-09 04:50:00,34.6
710223,2025-06-19 07:51:00,34.8
710225,2025-06-29 21:53:00,90.4
710229,2025-06-09 02:15:00,80.7
710230,2025-06-15 06:25:00,1.5
710231,2025-06-03 08:52:00,72.0
710232,2025-06-20 11:55:00,75.8
710233,2025-06-20 07:29:00,19.1
710235,2025-06-06 14:11:00,81.9
710237,2025-06-08 07:35:00,1.9
710238,2025-06-21 02:50:00,38.9
710239,2025-06-27 04:05:00,41.9
710240,2025-06-30 16:02:00,68.8
710241,2025-06-10 11:45:00,18.3
710242,2025-06-21 17:48:00,59.5
710243,2025-06-27 16:39:00,42.3
710244,2025-06-09 11:54:00,57.8
710245,2025-06-28 16:58:00,23.7
710246,2025-06-07 18:06:00,17.9
710247,2025-06-23 10:51:00,65.3
710248,2025-06-14 10:50:00,51.6
710249,2025-06-04 05:56:00,40.1
710250,2025-06-21 17:51:00,13.7
710253,2025-06-24 09:41:00,5.7
710254,2025-06-29 00:58:00,13.7
710255,2025-06-29 10:02:00,72.1
710256,2025-06-03 23:28:00,88.3
710257,2025-06-24 03:00:00,6.1
710258,2025-06-15 16:26:00,47.0
710259,2025-06-11 04:06:00,88.2
710260,2025-06-20 09:29:00,2.3
710261,2025-06-06 23:12:00,9.1
710262,2025-06-16 23:51:00,93.5
710263,2025-06-19 03:11:00,78.3
710265,2025-06-23 01:35:00,59.7
710266,2025-06-22 13:13:00,20.2
710267,2025-06-25 17:48:00,79.6
710269,2025-06-13 07:14:00,93.8
710270,2025-06-06 05:21:00,73.7
710271,2025-06-01 22:54:00,34.4
710272,2025-06-30 19:45:00,79.7
710274,2025-06-26 21:43:00,74.8
710275,2025-06-15 08:19:00,53.7
710276,2025-06-25 13:51:00,59.0
710277,2025-06-24 18:51:00,48.0
710278,2025-06-27 11:09:00,71.5
710279,2025-06-05 21:33:00,19.9
710280,2025-06-16 15:21:00,41.6
710282,2025-06-05 18:34:00,46.6
710283,2025-06-11 19:00:00,25.8
710284,2025-06-14 14:52:00,24.8
710285,2025-06-16 15:27:00,1.1
710286,2025-06-20 18:57:00,5.5
710287,2025-06-07 08:06:00,9.2
710288,2025-06-12 23:41:00,35.7
710289,2025-06-28 23:51:00,11.0
710290,2025-06-13 07:37:00,94.3
710291,2025-06-11 04:18:00,46.7
710292,2025-06-22 18:07:00,18.7
710293,2025-06-12 10:27:00,95.4
710294,2025-06-18 04:54:00,20.7
710295,2025-06-21 22:45:00,46.7
710297,2025-06-08 18:05:00,54.1
710298,2025-06-17 23:32:00,45.0
710299,2025-06-23 21:06:00,99.1
710301,2025-06-08 20:11:00,25.8
710302,2025-06-13 08:36:00,65.3
710303,2025-06-29 00:20:00,87.7
710304,2025-06-28 12:49:00,81.0
710305,2025-06-04 16:13:00,14.3
710306,2025-06-04 18:13:00,26.3
710307,2025-06-11 14:34:00,33.3
710308,2025-06-21 18:40:00,23.8
710309,2025-06-17 11:37:00,12.8
710310,2025-06-28 07:03:00,37.5
710311,2025-06-14 02:26:00,40.5
710312,2025-06-14 17:58:00,6.3
710315,2025-06-11 07:17:00,49.4
710316,2025-06-14 12:31:00,49.9
710317,2025-06-14 10:27:00,30.2
710318,2025-06-13 19:12:00,63.1
710319,2025-06-12 10:14:00,85.3
710320,2025-06-16 22:29:00,49.0
710321,2025-06-28 16:40:00,26.4
710322,2025-06-04 11:44:00,24.6
710323,2025-06-12 17:25:00,31.5
710324,2025-06-23 19:17:00,76.8
710325,2025-06-21 05:01:00,84.1
710326,2025-06-08 04:48:00,82.2
710327,2025-06-11 06:29:00,36.5
710328,2025-06-17 09:24:00,89.4
710329,2025-06-15 12:52:00,48.7
710330,2025-06-25 21:07:00,93.3
710332,2025-06-22 14:15:00,54.9
710333,2025-06-12 16:44:00,42.4
710334,2025-06-07 12:18:00,10.8
710336,2025-06-13 06:15:00,65.7
710337,2025-06-07 15:57:00,21.6
710338,2025-06-13 07:53:00,90.9
710339,2025-06-01 20:08:00,45.6
710340,2025-06-26 08:39:00,47.3
710341,2025-06-17 14:54:00,99.1
710343,2025-06-03 12:03:00,66.8
710344,2025-06-09 02:33:00,26.0
710345,2025-06-25 00:05:00,99.8
710347,2025-06-09 14:40:00,66.2
710348,2025-06-29 10:36:00,65.5
710349,2025-06-08 18:44:00,100.0
710350,2025-06-21 02:50:00,56.1
710352,2025-06-19 15:19:00,31.0
710353,2025-06-17 23:46:00,29.6
710355,2025-06-10 08:28:00,85.0
710356,2025-06-23 22:42:00,57.1
710357,2025-06-30 08:56:00,57.0
710359,2025-06-11 03:16:00,30.0
710360,2025-06-04 11:02:00,12.3
710362,2025-06-13 07:59:00,6.4
710363,2025-06-09 12:37:00,85.2
710364,2025-06-04 02:21:00,48.3
710365,2025-06-19 11:24:00,74.2
710367,2025-06-01 08:27:00,16.7
710368,2025-06-27 09:39:00,30.4
710369,2025-06-19 08:47:00,89.0
710370,2025-06-01 04:26:00,38.7
710371,2025-06-29 08:03:00,69.6
710372,2025-06-11 03:47:00,81.6
710373,2025-06-03 05:59:00,35.6
710374,2025-06-17 09:12:00,7.5
710375,2025-06-20 01:04:00,5.1
710376,2025-06-08 08:09:00,18.5
710379,2025-06-18 00:25:00,16.9
710380,2025-06-14 21:02:00,27.1
710381,2025-06-13 09:45:00,81.2
710382,2025-06-08 10:16:00,92.1
710383,2025-06-30 11:15:00,7.3
710384,2025-06-23 21:04:00,7.8
710386,2025-06-23 20:42:00,18.5
710387,2025-06-27 02:08:00,30.2
710388,2025-06-13 05:29:00,46.1
710389,2025-06-14 11:03:00,56.8
710391,2025-06-04 10:04:00,58.4
710392,2025-06-16 00:08:00,20.9
710394,2025-06-25 13:41:00,72.5
710396,2025-06-03 04:30:00,12.5
710397,2025-06-09 11:28:00,44.9
710398,2025-06-09 08:50:00,67.9
710399,2025-06-04 12:21:00,59.1
710401,2025-06-27 14:01:00,73.2
710402,2025-06-02 12:37:00,57.3
710403,2025-06-16 21:05:00,90.6
710404,2025-06-19 01:10:00,44.9
710405,2025-06-27 12:30:00,57.4
710406,2025-06-27 20:41:00,40.5
710407,2025-06-13 22:18:00,56.7
710408,2025-06-29 17:02:00,17.8
710409,2025-06-06 13:32:00,8.0
710410,2025-06-15 01:07:00,83.3
710411,2025-06-27 20:27:00,38.1
710412,2025-06-29 07:34:00,29.6
710413,2025-06-25 14:51:00,4.6
710414,2025-06-19 07:23:00,55.5
710415,2025-06-14 23:15:00,3.2
710416,2025-06-15 08:22:00,53.4
710417,2025-06-28 10:53:00,57.6
710418,2025-06-05 13:16:00,74.4
710420,2025-06-28 11:02:00,18.6
710421,2025-06-01 03:35:00,28.7
710423,2025-06-20 06:56:00,97.1
710424,2025-06-05 21:02:00,49.0
710425,2025-06-23 16:32:00,82.3
710426,2025-06-28 04:16:00,16.5
710427,2025-06-17 01:00:00,3.2
710428,2025-06-27 19:07:00,74.4
710429,2025-06-28 16:04:00,69.3
710430,2025-06-02 19:02:00,55.4
710431,2025-06-21 12:29:00,92.8
710432,2025-06-15 09:25:00,48.2
710433,2025-06-13 16:52:00,58.3
710434,2025-06-21 18:25:00,61.7
710435,2025-06-21 12:29:00,25.8
710436,2025-06-29 00:30:00,80.1
710439,2025-06-22 11:14:00,43.6
710440,2025-06-02 06:53:00,74.9
710441,2025-06-12 15:30:00,93.1
710442,2025-06-18 18:43:00,73.4
710444,2025-06-01 01:58:00,86.1
710445,2025-06-04 03:33:00,19.8
710447,2025-06-10 07:25:00,52.7
710449,2025-06-27 16:57:00,32.0
710450,2025-06-06 07:42:00,27.2
710451,2025-06-17 06:49:00,88.7
710452,2025-06-05 16:09:00,29.2
710454,2025-06-23 22:55:00,3.8
710455,2025-06-09 19:25:00,83.2
710456,2025-06-12 10:25:00,8.5
710457,2025-06-29 06:26:00,86.1
710458,2025-06-21 01:57:00,11.7
710459,2025-06-21 04:08:00,51.8
710460,2025-06-29 21:03:00,68.1
710461,2025-06-01 14:59:00,35.2
710462,2025-06-23 11:27:00,50.7
710465,2025-06-15 18:56:00,82.7
710466,2025-06-10 13:43:00,15.0
710467,2025-06-05 15:19:00,78.0
710468,2025-06-21 09:42:00,7.7
710470,2025-06-26 05:56:00,5.7
710472,2025-06-01 06:01:00,1.6
710473,2025-06-14 09:53:00,50.2
710474,2025-06-07 01:50:00,83.5
710476,2025-06-13 07:59:00,20.2
710477,2025-06-27 02:31:00,58.0
710478,2025-06-07 05:21:00,28.4
710479,2025-06-18 19:02:00,61.8
710480,2025-06-27 08:18:00,88.6
710481,2025-06-17 21:37:00,71.6
710482,2025-06-12 09:18:00,46.8
710483,2025-06-11 01:58:00,22.4
710484,2025-06-27 08:22:00,66.3
710485,2025-06-11 10:36:00,58.6
710486,2025-06-21 16:24:00,55.0
710487,2025-06-17 02:55:00,43.3
710488,2025-06-01 19:16:00,14.4
710490,2025-06-01 03:03:00,31.6
710492,2025-06-18 09:32:00,73.4
