,timestamp,value
353777,2025-06-17 21:12:00,32.9
353778,2025-06-18 23:53:00,28.3
353779,2025-06-12 10:44:00,58.6
353780,2025-06-13 15:57:00,98.8
353782,2025-06-13 07:50:00,65.0
353783,2025-06-10 03:40:00,57.0
353784,2025-06-22 09:37:00,93.7
353786,2025-06-21 02:58:00,88.3
353787,2025-06-19 19:55:00,88.0
353788,2025-06-19 22:59:00,7.3
353789,2025-06-13 05:25:00,4.7
353790,2025-06-27 04:59:00,59.2
353791,2025-06-26 07:52:00,75.4
353792,2025-06-19 09:35:00,46.9
353793,2025-06-27 09:45:00,1.0
353794,2025-06-29 19:06:00,35.3
353795,2025-06-21 03:06:00,76.4
353796,2025-06-10 16:18:00,67.6
353797,2025-06-16 19:46:00,21.6
353800,2025-06-06 04:42:00,52.1
353801,2025-06-06 10:11:00,84.6
353802,2025-06-05 06:29:00,5.2
353803,2025-06-17 09:50:00,57.5
353805,2025-06-20 17:41:00,9.9
353808,2025-06-02 19:47:00,2.8
353809,2025-06-08 08:11:00,15.6
353810,2025-06-24 21:27:00,73.9
353811,2025-06-24 00:34:00,61.1
353812,2025-06-17 11:59:00,39.6
353813,2025-06-06 23:26:00,94.5
353814,2025-06-20 15:42:00,60.3
353815,2025-06-11 16:38:00,90.0
353816,2025-06-02 23:13:00,94.3
353817,2025-06-28 19:58:00,92.1
353818,2025-06-03 19:04:00,57.7
353819,2025-06-08 08:41:00,48.5
353821,2025-06-03 03:31:00,75.2
353822,2025-06-15 16:02:00,18.9
353823,2025-06-26 12:40:00,99.9
353824,2025-06-11 12:34:00,68.0
353825,2025-06-12 10:59:00,7.8
353826,2025-06-15 15:24:00,69.3
353827,2025-06-19 21:14:00,62.6
353828,2025-06-26 17:53:00,39.3
353829,2025-06-04 00:43:00,85.1
353830,2025-06-01 12:35:00,1.7
353832,2025-06-07 09:28:00,60.6
353833,2025-06-18 18:42:00,25.2
353834,2025-06-02 19:45:00,84.9
353835,2025-06-08 08:17:00,90.2
353837,2025-06-23 17:07:00,99.2
353838,2025-06-19 08:44:00,48.3
353839,2025-06-22 11:53:00,66.5
353840,2025-06-28 05:09:00,57.7
353841,2025-06-10 20:23:00,82.3
