,timestamp,value
472260,2025-06-01 05:39:00,0.7
472261,2025-06-20 21:00:00,93.8
472263,2025-06-27 04:28:00,99.8
472264,2025-06-13 17:28:00,29.6
472265,2025-06-21 18:42:00,88.9
472266,2025-06-19 06:25:00,33.4
472267,2025-06-08 15:14:00,82.5
472268,2025-06-06 09:51:00,21.2
472269,2025-06-18 12:49:00,56.9
472270,2025-06-20 02:51:00,53.3
472271,2025-06-29 15:09:00,8.5
472272,2025-06-11 08:18:00,47.7
472273,2025-06-09 22:24:00,15.5
472275,2025-06-30 07:00:00,38.4
472276,2025-06-10 10:16:00,46.2
472277,2025-06-10 03:33:00,20.4
472278,2025-06-09 13:57:00,36.5
472279,2025-06-05 15:40:00,8.0
472280,2025-06-02 16:49:00,3.3
472282,2025-06-09 20:37:00,87.0
472283,2025-06-27 04:05:00,86.5
472284,2025-06-26 04:23:00,72.9
472285,2025-06-30 09:10:00,18.7
472287,2025-06-12 21:57:00,13.8
472289,2025-06-07 02:23:00,31.2
472290,2025-06-27 15:11:00,16.9
472291,2025-06-12 09:31:00,30.4
472292,2025-06-03 10:04:00,53.2
472293,2025-06-19 23:18:00,57.9
472294,2025-06-09 01:36:00,29.4
472295,2025-06-13 10:11:00,64.8
472296,2025-06-11 11:38:00,58.2
472297,2025-06-23 12:36:00,22.7
472298,2025-06-08 23:02:00,27.2
472299,2025-06-19 17:34:00,7.1
472300,2025-06-03 19:27:00,1.4
472301,2025-06-01 00:36:00,35.4
472302,2025-06-20 19:06:00,79.0
472304,2025-06-18 22:50:00,30.4
472306,2025-06-27 06:26:00,59.8
472307,2025-06-26 00:57:00,14.4
472308,2025-06-18 01:18:00,34.1
472309,2025-06-12 12:13:00,55.7
472310,2025-06-04 14:23:00,45.4
472311,2025-06-05 17:12:00,29.0
472312,2025-06-01 09:28:00,33.1
472314,2025-06-11 00:12:00,2.9
472315,2025-06-13 05:44:00,21.5
472316,2025-06-03 08:30:00,16.6
472317,2025-06-10 22:01:00,54.1
472318,2025-06-07 16:47:00,34.6
472319,2025-06-06 10:24:00,67.6
472321,2025-06-04 11:10:00,93.9
472322,2025-06-07 01:19:00,54.0
472323,2025-06-17 23:33:00,39.9
472325,2025-06-02 00:02:00,78.6
472327,2025-06-10 10:56:00,56.9
472328,2025-06-14 11:24:00,43.2
472330,2025-06-10 07:07:00,8.9
472332,2025-06-08 07:24:00,95.9
472333,2025-06-06 13:23:00,22.1
472334,2025-06-04 07:20:00,4.5
472336,2025-06-04 23:58:00,99.2
472337,2025-06-11 08:58:00,34.5
472338,2025-06-05 23:47:00,39.4
472339,2025-06-20 06:02:00,75.6
472340,2025-06-29 09:31:00,8.7
472341,2025-06-30 21:32:00,58.0
472344,2025-06-03 19:14:00,71.2
472345,2025-06-02 01:48:00,77.8
472346,2025-06-12 03:36:00,50.2
472347,2025-06-17 09:48:00,1.2
472348,2025-06-30 12:12:00,12.4
472349,2025-06-15 13:49:00,76.4
472350,2025-06-17 09:42:00,88.9
472351,2025-06-30 07:42:00,91.6
472352,2025-06-05 10:51:00,75.4
472353,2025-06-25 00:17:00,50.5
